Type,ID,Name,columnID,columnName,ContentType,ContentID,Content
Project,2060978,"Azure Migration Projects",4123639,"MS Program To do Items",Incident,72,MOU Document for IOC Phase II-MOU provided by COMS to JoeS for review. MOU should be approved by JoeS now. Need to ensure that all groups coming to VAEC get and sign the MOU.
Project,2060978,"Azure Migration Projects",4123639,"MS Program To do Items",Incident,23,VIPR Intake Process/Documents-Need to codify documents and requirements for projects coming to VAEC.
Project,2060978,"Azure Migration Projects",4123639,"MS Program To do Items",Incident,19,Intake Process-Managing the Intake Process and Documentation
Project,2060978,"Azure Migration Projects",4123639,"MS Program To do Items",Incident,7,Reschedule IAM Lessons Learned meeting-
Project,2060978,"Azure Migration Projects",4123639,"MS Program To do Items",Incident,2,Set Up Weekly Reporting System for Migrations-Set up  System that Reports general application status and place in the process.
Project,2060978,"Azure Migration Projects",4123639,"MS Program To do Items",Incident,50,Set up Control for moving to Live Production Status-ultimate goal: know when systems go live in prod. need better control/system to help gate going to prod relative to getting ATO; so maybe hold prod keys/access until team is ready. then provide prod keys for an interim period to allow prod deployment. then take the keys away until ato is granted.
Project,2060978,"Azure Migration Projects",4123712,"Oh Hold - Pending Action by Others",Incident,48,PPRM-Initial contact - not ready to provision yet. on 3/12 we asked if anything needs to be done here. nobody (cas;coms;msft;itops;ecso) knew.
Project,2060978,"Azure Migration Projects",4123712,"Oh Hold - Pending Action by Others",Incident,38,Virtual Care Project status (Bluetooth Stethoscope) EKO LiveStream-The VA Enterprise Cloud team now has both Amazon Web Services(AWS) and Azure cloud environments ready and available. There’s been ongoing discussions on how the VA would handle the processing of SaaS and handling the ATO/security aspects.  That process has been finalized.   The OIT VAEC team have now assigned resources to revisit this VIPR; determine the best cloud solution based upon requirements; and determine an immediate path forward.  I will update this thread as this progresses. 
Project,2060978,"Azure Migration Projects",4123712,"Oh Hold - Pending Action by Others",Incident,121,Blind Rehab-Application Name: Blind Rehabilitation/VIST  VIPR ID: V19-01908-000 VASI ID: 1064 ECSR ID: VAEC ID:
Project,2060978,"Azure Migration Projects",4123712,"Oh Hold - Pending Action by Others",Incident,120,Emergency Department Integration System EDIS-CK ID 74 VIPR ID V19-01918-000VASI  VASI ID: 1792 ECSR ID: 298
Project,2060978,"Azure Migration Projects",4123712,"Oh Hold - Pending Action by Others",Incident,124,Interoperable Infrastructure for Veteran Self-Reporting in Measurement Based Care (MBC)-
Project,2060978,"Azure Migration Projects",4123712,"Oh Hold - Pending Action by Others",Incident,132,Transition Pacemaker Infrastructure for National Cardiac Device-VIPR # V18-00373-000. They are funded. They want to be in production by October 1. Will bee provisional services.  VASI ID is 2216
Project,2060978,"Azure Migration Projects",4409475,"Moved to AWS",Incident,21,Veterans Legacy Memorial (VLM)-Wants to get credits purchased by first week of November.  Project Team assembling Budget. VIPR Intake Process for AoA.- Mark Warner - VIPR POC.
Type,ID,Name,columnID,columnName,ContentType,ContentID,Content
Project,2060978,"Azure Migration Projects",4123668,"HOT Projects",Note,17944392,"Access to get to VA Github Board is: https://vaww.oit.va.gov/services/github/"
Project,2060978,"Azure Migration Projects",4123668,"HOT Projects",Incident,130,App Dynamics (AppD)-On Premise tool. Coming to VAEC thru fast-track.
Project,2060978,"Azure Migration Projects",4123668,"HOT Projects",Incident,125,OIG Audit-
Project,2060978,"Azure Migration Projects",4123668,"HOT Projects",Incident,70,MVI-Related to IAM - 1 of 4 components of IAM and are deferring this because of the platform changing from Linux. Space is already up there and purchased and deployment in the cloud is being delayed and will be done by the IAM team. No action required by ECSO.  No action by ECSO required. Springtime cutover.  ScottT thinks 4/20 may be cut over date but possible this time frame needs to be revisited.
Project,2060978,"Azure Migration Projects",4123668,"HOT Projects",Incident,34,EOC-David S. is the lead for migration of this to production.
Project,2060978,"Azure Migration Projects",4123668,"HOT Projects",Incident,128,VAEC Sharepoint Online Server Farm  for VBMS-
Type,ID,Name,columnID,columnName,ContentType,ContentID,Content
Project,2060978,"Azure Migration Projects",4123668,"HOT Projects",Note,17944392,"Access to get to VA Github Board is: https://vaww.oit.va.gov/services/github/"
Project,2060978,"Azure Migration Projects",4123668,"HOT Projects",Incident,130,App Dynamics (AppD)-On Premise tool. Coming to VAEC thru fast-track.
Project,2060978,"Azure Migration Projects",4123668,"HOT Projects",Incident,125,OIG Audit-
Project,2060978,"Azure Migration Projects",4123668,"HOT Projects",Incident,70,MVI-Related to IAM - 1 of 4 components of IAM and are deferring this because of the platform changing from Linux. Space is already up there and purchased and deployment in the cloud is being delayed and will be done by the IAM team. No action required by ECSO.  No action by ECSO required. Springtime cutover.  ScottT thinks 4/20 may be cut over date but possible this time frame needs to be revisited.
Project,2060978,"Azure Migration Projects",4123668,"HOT Projects",Incident,34,EOC-David S. is the lead for migration of this to production.
Project,2060978,"Azure Migration Projects",4123668,"HOT Projects",Incident,128,VAEC Sharepoint Online Server Farm  for VBMS-
Project,2060978,"Azure Migration Projects",4123677,"Application Status",Note,16787605,"These are general projects that we have had in triage and are aware of and/or in the Intake Process."
Project,2060978,"Azure Migration Projects",4123677,"Application Status",Incident,133,3D Wound Care Management (WCMS)-
Project,2060978,"Azure Migration Projects",4123677,"Application Status",Incident,76,Waves and tracking information:-https://vaww.portal.va.gov/sites/ECS/Shared%20Documents/Scorecard/migration-ECSO-waves.html  https://vaww.portal.va.gov/sites/ECS/Shared%20Documents/Scorecard/ECSO-Scorecard.html
Project,2060978,"Azure Migration Projects",4123677,"Application Status",Incident,116,Administrative Data Repository (ADR)-
Project,2060978,"Azure Migration Projects",4123677,"Application Status",Incident,115,Interoperable Infrastructure for Veteran Self-Reporting in Measurement Based Care (MBC)-https://cloudkey.ecso.va.gov/#/appSummaryView/312  Related Data Center: VIPR ID: V18-00289-000 VASI ID: ECSR ID: 285 VAEC ID: SharePoint Link (if entered) Application Code:    
Project,2060978,"Azure Migration Projects",4123677,"Application Status",Incident,123,DAS-DAS is in PROD on AWS Need a footprint in Azure to expose data sources deployed on Azure
Project,2060978,"Azure Migration Projects",4123677,"Application Status",Incident,118,V17-01124-001 VA Police Law Enforcement Records Mgnt Systems (VAPLERMS)-[‎6/‎26/‎2019 7:50 AM]  Irshad; Mohammad A. (SMS):   No Title  VA Police RMS is used by the Office of Security and Law Enforcement at VA facilities nationwide and at the Central Office facilities for the purpose of tracking activities and offenses occurring at those facilities. The system stores PII that covers veterans; Federal government employees; VA police officers; retirees; volunteers; contractors; subcontractors; and other individuals; including private citizens; involved in activities within the assigned responsibilities of Police and Security Service at VA field facilities. The records in the system contain information retrieved by quick name check; offense reports; violations; motor vehicle registrations; wants and warrants; police daily operations journal; police officer training records; photographs; uniform offense reports; accident reports; information on identification cards; records of evidence and property; and records of citations. The records and information contained in this system are necessary for the effective administration and management of the Departmentâ€™s nationwide Police and Security program.   
Project,2060978,"Azure Migration Projects",4123677,"Application Status",Incident,101,Program Integrity Tools (PIT)-VIPR V18-00331-000  ECSR 338
Project,2060978,"Azure Migration Projects",4123677,"Application Status",Incident,45,Web Operations-Per Dave C; WebOps lead in Tom Phillips. Met as follow on to meetings w/ ITC Storage.  WebOps is hosted on Azure Stack on-prem; so they want to migrate to VAEC Azure.  It is not an emergency – so starting the planning on this and putting the actual migration in Wave 5 or 6 would be ok.  Let’s get it in sync with the new 12 They will need:  1.	A EDE Azure Labs form and provisioning – so they can start working in Azure ASAP to get familiar 2.	A VAEC-Azure provisioning sheet – for the actual migration – they can work this while we work the next steps… 3.	A VIPR created and fast tracked to ECSO since decision mad 4.	A CSP evaluation done for the file documenting Azure choice 5.	Cost analysis and we’ll have to work funding out with Tom Phillips 6.	Sync up putting this in Cloud Key/VLMF 12 step process and advancing it to the correct step to start working with the WebOps team. 7.	Assign a ECSO Azure concierge  8.	Provision the resource groups in Azure so if we identify any easy storage only wins we’ll work that early as part of our work with the ITC and can put it in the right place …  9.	Then work it through the VLMF process like any other migration   As a side note: This could be a great way to test Azure Site Recovery for the migration as well  Sue/Will – per the above this will be a migration project – let’s start working it as a normal project and Will only treat any low hanging fruit storage opportunities as something we would do right away. 
Project,2060978,"Azure Migration Projects",4123677,"Application Status",Incident,12,OIT_ITDASH CDW-Corporate Data Warehouse - Jack Bates issue. Falls under PERC - not ATO'd.   Joe FourCade - Security issue.
Project,2060978,"Azure Migration Projects",4123677,"Application Status",Incident,71,Development MS Azure Gov't Lab (DMAG)-Met with MSFT week of 3/18. Saw demo of new DevTest Labs. The concept needs vetting and a governance structure before going live. Need specific use cases(s) that will go to DevTest Labs. 
Project,2060978,"Azure Migration Projects",4123677,"Application Status",Incident,73,GSS Availability Levels-The week of 3/18 ECSO; COMS; CAS met with MSFT to discuss as-is availability levels of MAG and GSS.  Most native MAG services are offered at 99.95% (depends on service).  Need requirements from ECSO on what service levels are acceptable vs desired. DaveC asked for a cost estimate on what it would take to get to 99.999% for 4 major GSS services around networking; AD; security; and XXX.  Not included in the 99.999 estimate was developer services and XXX.
Project,2060978,"Azure Migration Projects",4123677,"Application Status",Incident,102,Microsoft GSS Operation and Sustainment-Microsoft and COMS are reviewing Services that Microsoft created and currently supports to plan for transition to COMS for Operations and Sustainment.
Project,2060978,"Azure Migration Projects",4123677,"Application Status",Incident,47,Public Key Infrastructure (PKI) - Hines OIFO to HITC-Public Key Infrastructure Had call with CAS (Muri). In addition to the GSS PKI; the infrastructure PKI team wants to extend in to the VAEC. The need VMs in CORE.  Need RBAC to these VMs. Need to explain that COMS still needs admin rights to the VMs in the ATO boundary.
Project,2060978,"Azure Migration Projects",4123640,"In progress",Note,16506655,"These are projects beyond initial intake and are in some state of provisioning, migration, on-boarding or deployment."
Project,2060978,"Azure Migration Projects",4123640,"In progress",Incident,127,VEIS-VEIS is a service layer serving D365 application. 
Project,2060978,"Azure Migration Projects",4123640,"In progress",Incident,37,FSC-The FSC VIPR is V19-01686-000. During one of the VIPR weekly calls the FSC apps were discussed and I explained that they would migrate in batches. It was decided that each of these App phases would use the parent VIPR appended with -001; -002 etc.   FSC phase 1 Apps (49 Apps) will be for the FSC-DEV environment with a timeline of March-June. Phase 1 Apps will all have the same VIPR - V19-01686-001 
Project,2060978,"Azure Migration Projects",4123640,"In progress",Incident,126,Enterprise Acquisition System (EAS)-
Project,2060978,"Azure Migration Projects",4123640,"In progress",Incident,107,PATS-R-Need SharePoint.  Standing up their own SP servers. Went to DaveC.  Need to move them to SPOL.  VAEC SP farm; possible use.  PaulC to work with customer.
Project,2060978,"Azure Migration Projects",4123640,"In progress",Incident,114,Semantic Open-Source Software (SEMOSS)-
Project,2060978,"Azure Migration Projects",4123640,"In progress",Incident,110,VEMS/VetBiz-
Project,2060978,"Azure Migration Projects",4123640,"In progress",Incident,39,CyberRen-Dialysis application tied to medical centers and data centers.
Project,2060978,"Azure Migration Projects",4123640,"In progress",Incident,108,Suicide Prevention Plan (SPP)-
Project,2060978,"Azure Migration Projects",4123640,"In progress",Incident,36,Enrollment Systems-Migration to PaaS FISMA Fed Ramp High services for millions of pieces of data for the organization. [ES Cloud Migration_overview_121718.pptx](https://github.com/department-of-veterans-affairs/Azure-Management/files/2861402/ES.Cloud.Migration_overview_121718.pptx) 
Project,2060978,"Azure Migration Projects",4123640,"In progress",Incident,28,VSE Web-Pre-provisioning call on 1/31/19.
Project,2060978,"Azure Migration Projects",4123640,"In progress",Incident,56,Home TeleHealth-Home Telehealth is a hosted-only (AITC &amp; HITC) environment that is managed by vendors who help relay Patient Health Biometric information to VA Care Coordinators/Clinicians from the patients home.
Project,2060978,"Azure Migration Projects",4123640,"In progress",Incident,18,PPMT-
Project,2060978,"Azure Migration Projects",4123640,"In progress",Incident,9,FIM/MIM-This is not a typical project and they are an ongoing 'infrastructure' project that just needs to be tracked as services. They have their own credits and services they manage. They need to fill out a change request form or Intake document to track services.  Verify with Dave on form. Sean Mullin waiting to find out what is needed. Where are we with granularity of program vs. project and tracking it.
Project,2060978,"Azure Migration Projects",4123640,"In progress",Incident,25,Members Services-Project is related to VEIS. Is this a project against VEIS or is this an additional project/resource? If the latter then they need to go back and do an input.  Is the VIPR # just VEIS or a new request and need a new environment.
Project,2060978,"Azure Migration Projects",4123640,"In progress",Incident,4,ANR Set Up Environment for migration from Tuscaloosa Data Center-Get Environment set up for 'lift and shift'  Waiting on Change Request form from customer for user requirements.
Project,2060978,"Azure Migration Projects",4123640,"In progress",Incident,11,WebVRAM - Web VistA Remote Access Management-Onboarded on 11/19/18 - they do have the resources needed to deploy. They are in the environment. 11/30/18 - Working out a few minor items. Chris Wallen provisioned 4 VMs.'CRISP'ifying the servers. VistA migrating Images from On-prem to the cloud.  Paul to touch base as a follow up.
Project,2060978,"Azure Migration Projects",4123640,"In progress",Incident,41,SIC / iMEDConsent-SIC – Signature Informed Consent is looking for a quick turnaround for the provisioning of their DEV environment (Pre-Prod and Prod to follow shortly) in VAEC-Azure.  AKA **iMEDConsent** in CloudKey.   Rene Kinsey is the PM for the project and has funds available.  He is reaching out to you on separate email with validation of their funding mechanism.   Taylor Communications (Keyton Weissinger as Lead) is the awarded contractor and already has staff with GFE & PIV ready to start development work.   Rene and Vasu (Tech Lead) are reaching out to Joe Howard (as per Wil McDonough instructions) for assistance on their ESCCB submission.  Pre - Provisioning call with this application on 3/1/19.  May need Level 2-3 services. 
Project,2060978,"Azure Migration Projects",4123640,"In progress",Incident,26,CASB NetSkope-
Project,2060978,"Azure Migration Projects",4123640,"In progress",Incident,92,Chatbot / AI Watson/Service Now Pilot-Greg Rankin; under Mr. James direction to do proof-of-concept by May 1. Azure VAEC hosting IBM Watson to provide ITSM chatbot in Service Now. 
Project,2060978,"Azure Migration Projects",4123641,"Provisioned (VLMF Step 6)",Incident,96,CSP Document Support System (CDSS)-VIPR ID V17-01344-000 ECSR ID 041 VASI ID  tbd CK ID  7 
Project,2060978,"Azure Migration Projects",4123641,"Provisioned (VLMF Step 6)",Incident,74,Artificial Intelligence Proof of Concept Station-David - ideally it will not be an azure labs environment for the following reasons:  1.	 Azure labs does not support Cognitive Services or Machine Learning Service; key components to the project infrastructure. 2.	 Azure labs obscures the true interface an end-user would use if the project was deployed. I want to be sure I have exposure to the native Gov Cloud interface to understand our current limitations and opportunities. 3.	Azure labs does not afford access to GPU compute out of the box; adding another challenge and potential project delay.  Effectively; to bring this project to fruition; I need access to much of Azure's cutting edge services. I understand the need for security and cost-containment. We could leverage Azure Active Directory to constrain access and set budget limits. If speaking over the phone or web meeting would clarify things; please let me know.
Project,2060978,"Azure Migration Projects",4123641,"Provisioned (VLMF Step 6)",Incident,49,Tracking Azure OpenShift  -ATO Approval Projection?  Need to get status. Overall: In flight.  Will McD has red hat engineers coming on board in next couple of months (according to RyanH). Initial pilot paid for FSC/ECSO to support FSC.
Project,2060978,"Azure Migration Projects",4123641,"Provisioned (VLMF Step 6)",Incident,90,VEAMS-Direct Route APP Code VEM 
Project,2060978,"Azure Migration Projects",4123641,"Provisioned (VLMF Step 6)",Incident,119,DFnet DFdiscover-VIPR ID: V19-01847-000 ECSR ID: 476 VASI ID: 1115  Clinical data management system that manages clinical research studies data
Project,2060978,"Azure Migration Projects",4123641,"Provisioned (VLMF Step 6)",Incident,51,TrackCore / TITIMA-TrackCore is currently in provisioning.  TrackCore POCs are:  MacDonald; Glen W.        Thomas; Carl (KForce)     Riebe; Alisa  They can give you a better understanding of where they stand WRT implementation of TrackCore.
Project,2060978,"Azure Migration Projects",4123641,"Provisioned (VLMF Step 6)",Incident,122,CDSS - CSP Document Support System-VIPR ID: V17-01344-000 VASI ID: ECSR ID: 014 VAEC ID: SharePoint Link (if entered)Application Code:    [‎6/‎3/‎2019 7:48 AM] Bello; Murtala G. (Unisys): Requirements:  File share implementation in the cloud   Share across 300 PCs; leveraging Azure File Share   File store; managed by multiple people   SFFX - File management solution  (Require additional discussion with the team)   Only production environment require – Research project (Advised customer on the need for Dev & Pre-Prod environment)   Funding – OKAY - In Place   Level 2 support to set up and understand Azure File Storage   Azure File share enable and ready --Mapped to a VMs- NOT BLOB Storage   Dependencies with 2 other VIPRs V19-01847-000 & CSP Coordinating Center IT consolidation (VIPR# pending) 
Project,2060978,"Azure Migration Projects",4123641,"Provisioned (VLMF Step 6)",Incident,85,Windows Internet Name Service WINS-V19-01656-008  IWRC #13207 Implementation Record 938791 
Project,2060978,"Azure Migration Projects",4123717,"In Production",Incident,131,MASS-
Project,2060978,"Azure Migration Projects",4123717,"In Production",Incident,6,EPRS-Scope Document and Agreement sent to team for their review and signature.  Go Live Date is 4/14/19.  Follow up meeting on 1/14/19.
Project,2060978,"Azure Migration Projects",4123717,"In Production",Incident,94,EWSR-DRAGON-V18-00261-000 
Project,2060978,"Azure Migration Projects",4123717,"In Production",Incident,17,BTSSS-This is a Dynamic 365 project but needs dialog for how how to hand-off these projects until on the GSS.
Project,2060978,"Azure Migration Projects",4123717,"In Production",Incident,15,FMBT-Dr. Drew contacted Ryan about spinning up a resource group/environment - Dev/Test/Prepord and Proc.  We need to manage these points of contact and how resources are allocated.
Project,2060978,"Azure Migration Projects",4123717,"In Production",Incident,8,VEO White House Hotline-They have been provisioned and environment is ready - unable to meet with OIT resources to provision in the environment - waiting on EECCB ticket.  They are provisioned in blob storage only. Paul C to work with them and touch base
Project,2060978,"Azure Migration Projects",4123717,"In Production",Incident,1,IAM-Continue to monitor as they turn off systems. COMS is tracking this. Tracking a risk for how they get ECSO support.  Lessons Learned meeting set for this week.
Project,2060978,"Azure Migration Projects",4123717,"In Production",Incident,14,MCCF ICBWeb-Going into Production Now with intent to go live in May/June
Project,2060978,"Azure Migration Projects",4123717,"In Production",Incident,13,MCCF TAS-
Project,2060978,"Azure Migration Projects",4123717,"In Production",Incident,16,Caribou-Provisioned
Project,2060978,"Azure Migration Projects",4123717,"In Production",Incident,10,NCOD-Annual personnel survey. Note sent to get details and info. what the full stack deployment looks like. Timeline - Dev/test environment.  Jeff to clarify with Dave about funding ECSO will provide. Project team will need to come up with difference plus sustainment in the upcoming years.  WHO will do the work???  COMS? Jeremy Jones/Matt Taylor for MS for build out and then hand over to COMS. - Verify… Cesar and provisioning group. COMS providing sustainment support and need funding for that.    Project Team does not have the resources to begin work.  COMS and MS set up and provisioned an environment in EDE. Document the requirements for setting up the environment.
Project,2060978,"Azure Migration Projects",4123717,"In Production",Incident,109,EAAS - Emergency Alerting Accountability System-Provides an emergency broadcast alerting system using a mail connector to broadcast to the mobile network.  
Project,2060978,"Azure Migration Projects",4123639,"MS Program To do Items",Note,16393065,"General Program or Process To Do Items"
Project,2060978,"Azure Migration Projects",4123639,"MS Program To do Items",Incident,129,PIP Alerts-
Project,2060978,"Azure Migration Projects",4123639,"MS Program To do Items",Incident,112,Regularly Scheduled Maintenance Window-
Project,2060978,"Azure Migration Projects",4123639,"MS Program To do Items",Incident,111,Azure Traffic Manager-
Project,2060978,"Azure Migration Projects",4123639,"MS Program To do Items",Incident,77,General Program issues:-1.	Security Monitoring App Services   2.	Grafana – Azure Metrics Plugin *Connect to Resource Group* (Implemented as a Container)  
Project,2060978,"Azure Migration Projects",4123639,"MS Program To do Items",Incident,27,CyberArk-Will – Can you please confirm this deployment of CyberArk is on the VAEC roadmap and deployment should proceed at this time.  Joe F/Michael L - The ticket is requesting VMs provisioned in Security Resource Group.  Please approve deployment of new resources into the Security RG.  My understanding was we are limiting or have a moratorium on new deployments to SECURITY and CORE RGs until ATO submission is complete. Please advise.  Ticket has been updated; to indicate clarifications are required to move forward.  
Project,2060978,"Azure Migration Projects",4123639,"MS Program To do Items",Incident,72,MOU Document for IOC Phase II-MOU provided by COMS to JoeS for review. MOU should be approved by JoeS now. Need to ensure that all groups coming to VAEC get and sign the MOU.
Project,2060978,"Azure Migration Projects",4123639,"MS Program To do Items",Incident,23,VIPR Intake Process/Documents-Need to codify documents and requirements for projects coming to VAEC.
Project,2060978,"Azure Migration Projects",4123639,"MS Program To do Items",Incident,19,Intake Process-Managing the Intake Process and Documentation
Project,2060978,"Azure Migration Projects",4123639,"MS Program To do Items",Incident,7,Reschedule IAM Lessons Learned meeting-
Project,2060978,"Azure Migration Projects",4123639,"MS Program To do Items",Incident,2,Set Up Weekly Reporting System for Migrations-Set up  System that Reports general application status and place in the process.
Project,2060978,"Azure Migration Projects",4123639,"MS Program To do Items",Incident,50,Set up Control for moving to Live Production Status-ultimate goal: know when systems go live in prod. need better control/system to help gate going to prod relative to getting ATO; so maybe hold prod keys/access until team is ready. then provide prod keys for an interim period to allow prod deployment. then take the keys away until ato is granted.
Project,2060978,"Azure Migration Projects",4123712,"Oh Hold - Pending Action by Others",Incident,48,PPRM-Initial contact - not ready to provision yet. on 3/12 we asked if anything needs to be done here. nobody (cas;coms;msft;itops;ecso) knew.
Project,2060978,"Azure Migration Projects",4123712,"Oh Hold - Pending Action by Others",Incident,38,Virtual Care Project status (Bluetooth Stethoscope) EKO LiveStream-The VA Enterprise Cloud team now has both Amazon Web Services(AWS) and Azure cloud environments ready and available. There’s been ongoing discussions on how the VA would handle the processing of SaaS and handling the ATO/security aspects.  That process has been finalized.   The OIT VAEC team have now assigned resources to revisit this VIPR; determine the best cloud solution based upon requirements; and determine an immediate path forward.  I will update this thread as this progresses. 
Project,2060978,"Azure Migration Projects",4123712,"Oh Hold - Pending Action by Others",Incident,121,Blind Rehab-Application Name: Blind Rehabilitation/VIST  VIPR ID: V19-01908-000 VASI ID: 1064 ECSR ID: VAEC ID:
Project,2060978,"Azure Migration Projects",4123712,"Oh Hold - Pending Action by Others",Incident,120,Emergency Department Integration System EDIS-CK ID 74 VIPR ID V19-01918-000VASI  VASI ID: 1792 ECSR ID: 298
Project,2060978,"Azure Migration Projects",4123712,"Oh Hold - Pending Action by Others",Incident,124,Interoperable Infrastructure for Veteran Self-Reporting in Measurement Based Care (MBC)-
Project,2060978,"Azure Migration Projects",4123712,"Oh Hold - Pending Action by Others",Incident,132,Transition Pacemaker Infrastructure for National Cardiac Device-VIPR # V18-00373-000. They are funded. They want to be in production by October 1. Will bee provisional services.  VASI ID is 2216
Project,2060978,"Azure Migration Projects",4409475,"Moved to AWS",Incident,21,Veterans Legacy Memorial (VLM)-Wants to get credits purchased by first week of November.  Project Team assembling Budget. VIPR Intake Process for AoA.- Mark Warner - VIPR POC.
